ProductId,UserId,Score,Summary
B002TMV3E4,A224KM22RQ5CD4,3,Decaf Option.. Mild Flavor
B002TMV3E4,A1AEPMPA12GUJ7,4,"A good, mellow, basic coffee"
B002TMV3E4,A1M9126YPQPS3L,3,Just can't beat fresh ground...
B002TMV3E4,A37D5847LN3WQ,4,Good but pricey
B002TMV3E4,A3H7NPNDMGLOU4,5,Decaf Never Tasted So Good---5 Stars!
B002TMV3E4,A2H2I5FY1PUHP1,5,Good Coffee!
B002TMV3E4,A1H7Y5XKPGT0OS,3,A fine coffee
B002TMV3E4,A1JAPP1CXRG57A,4,Delicious Decaffeinated
B002TMV3E4,A1XJOSJN6FHFO0,5,Good Flavor
B002TMV3E4,A3MH3QGC42XZ1U,3,gave me the jitters!
B002TMV3E4,A1BTG38XSGYLW3,3,It's okay
B002TMV3E4,A38KK0SZYEH5UD,3,Good for a mass-produced decaf
B002TMV3E4,A3L2KYOYDWSRPL,4,Like it.
B002TMV3E4,AYNAH993VDECT,4,Good for packaged ground coffee
B002TMV3E4,A14L2638XC00EZ,5,"robust, real coffee taste without the caffeine"
B002TMV3E4,A2UQIQUOAB47OT,5,Very smooth and robust
B002TMV3E4,ATLO3YXU2BC16,5,Delicious
B002TMV3E4,ADY836HK6QSYR,4,SURPRISE!
B002TMV3E4,A10ZBR6O8S8OCY,4,Great to drink after dinner
B002TMV3E4,A37JNUJSVAJKYN,4,Excellent
B002TMV3E4,A391KXVQH22CM0,3,So/so
B002TMV3E4,A3UKWQS8SRW6IO,3,"Good, nothing remarkable"
B002TMV3E4,A1AKU188I6NRF0,5,"Smooth, Rich Coffee"
B002TMV3E4,A2W4014S06NAIT,4,Nice strong blend
B002TMV3E4,A2VAD79S4A06DD,5,That's some goooood coffee
B002TMV3E4,AKCZIJ6ZHE41D,4,Good for Half-Caf Blending
B002TMV3E4,A29TZ0192IY8IZ,5,Rich with no bitterness
B002TMV3E4,AK8LOFYRZJJW0,3,"Acceptable, but nothing special."
B002TMV3E4,A235NA61RC6YC1,4,Quailty coffee for the region and price
B002TMV3E4,AJBF0L0KVJG8J,4,A nice smooth coffee.
B002TMV3E4,A3A15L96IYUO6V,4,Great coffee flavor but still you know it is decaffeinated
B002TMV3E4,ADSFKIX44X8JV,4,Surprisingly good
B002TMV3E4,A3CG6YLYZJXQG4,4,Another good product from Melitta
B002TMV3E4,AHIK7BUXFRMT8,5,One of the Best Decaffeninated Coffees I've Tasted
B002TMV3E4,A25C2M3QF9G7OQ,5,"Wonderful aroma and taste, but be careful opening the bag"
B002TMV3E4,A2NMQWBDWT3SQF,4,"smooth taste, good hot and iced"
B002TMV3E4,A3W4D8XOGLWUN5,4,Smooth For Decaf
B002TMV3E4,A2TXMYYGSZCSZ1,5,Love the Aroma/Great Taste
B002TMV3E4,A235UFZGCFN3J5,5,"Excellent tasting coffee, naturally decaffeinated"
B002TMV3E4,A30ELDPP5TCQ8J,5,Great way to start (or finish) the day
B002TMV3E4,A2FRFAQCWZJT3Q,5,Best Decaf EVER
B002TMV3E4,A2OWR5G2OAQF7C,4,Strong flavor for a decaf brand!
B002TMV3E4,A2GANR9I6XHTU9,2,Not Impressed
B002TMV3E4,A3C40PJ9YXREQ5,3,A decent cuppa
B002TMV3E4,A33VELHWFACU48,4,Reminds me of Demi-Tasse
B002TMV3E4,A16YU3GRGCD95S,5,Great coffee that won't keep you wired all night.
B002TMV3E4,A1S8FJT0AQSF60,4,"Had my doubts, but I'm impressed..."
B002TMV3E4,AF3BYMPWKWO8F,2,Meh
B002TMV3E4,A1157CR0T5UM9D,4,Rich smooth taste
B0013ENGXK,A2JSH6MZ9BOVJ2,4,"Apparently good for you, TASTES LIKE BITTER DIRT"
B0013ENGXK,A2JSH6MZ9BOVJ2,4,"GOOD FOR YOU, BUT WORST TASTING TEA EEEVVVEEERRR"
B003VXL14M,A25A5GLNPB42BH,2,powder instead of leaf
B0075WWDKQ,A1IW9LSLZFW9FK,4,Nice Variety for guests or to try each flavor yourself
B000GRGT9I,A3FI4OAOQYQWHH,5,Delicious Organic Orzo
B000FFRY3G,A33Y6C4N1FKNJX,5,Gluten Free English Muffins
B000FFRY3G,A34U8UOJOPR0DQ,2,Not like regular English Muffins
B000FFRY3G,A3LSTGAP7LOV1S,2,Why is this our only choice for bread?
B0002NYO9I,A5DVX3B075B09,5,LOVELY JUNIPER BERRIES
B0002NYO9I,A376TWN7I4HMZ8,5,Exaclty what i ordered
B0002NYO9I,A29CO2S0VTT0C5,3,get a new package
B000FBM4FI,A35LA4YL8HSM2B,5,Another great snack
B000FBM4FI,AMRMK86X3PKXD,5,"Paper Thin, Crispy and Good!"
B000FBM4FI,A12ET4S0G6EQGN,5,Great product
B000FBM4FI,A10AFVU66A79Y1,5,OH boy  crispy and only 50 calories.
B001GBBQU0,AS1FCKNKY95ID,4,Delicious with questions
B000N5Z5RU,A27O5ZUFAEWT9L,5,My Picky Cat-Child Loves It
B00139TT72,A1IGZJIN29DBJQ,5,Great for Dogs
B00139TT72,A30DWKEDHUXWUG,5,Great healthy dog food
B00139TT72,A132ETQPMHQ585,2,Good but not my favorite.........
B00139TT72,A33PVCHCQ2BTN0,5,"Great product, my dogs love it!"
B00139TT72,A3NVB6HKMUH2NM,4,Dogs Love It
B00139TT72,A1S7LST1G51C3,4,Fine Product
B00139TT72,A2XY3HKH5RVRM5,5,Great option for organic dog food
B00139TT72,A1H3K0Z1ADGNEH,5,Dog loves it!
B00139TT72,A1MOS3J4MXX1U4,4,Good dog food
B00139TT72,A2XY3HKH5RVRM5,5,My dog loves it.
B00139TT72,A1OM0YEFH1LMWK,2,Not good enough
B00139TT72,A2TPR6CK4KGRP6,3,much better alternatives
B00139TT72,A39H1WPTI8EPUA,1,Not organinc so dont be fooled by the ORGANICS in the name
B00139TT72,A1N4NAIHZF4J7X,1,DECEPTIVE! DISAPPOINTED!
B00139TT72,A2EZW502SEA2N9,5,Newman's Own Organics Dog Food
B00139TT72,A2KWAK0GAA8IBW,5,Give it time
B00139TT72,A2KWAK0GAA8IBW,4,"Good product, but..."
B00139TT72,API5JLBRT6FIN,4,Allays my concerns over what I feed our first baby
B00139TT72,A31D5HQ8EQZ293,5,Best dog food on the market!
B00139TT72,A2EZW502SEA2N9,5,Best Dog Food Ever!
B00139TT72,A1UN5Q1FKH1ZT7,3,Good news and bad news
B00139TT72,A3MZNRSDQ32UUH,5,this is the one
B00139TT72,A2ZI9P5J5BWGBH,5,Still the Best!
B00139TT72,A2MUGFV2TDQ47K,5,"Doggie Loves it a lot, my Budget not so Much!"
B00139TT72,A1H3K0Z1ADGNEH,5,For Dogs with special needs
B00139TT72,ANJFB4UTB3YDH,5,My dog loves it...
B00139TT72,A1QHEKVEXOR0AH,5,Great dog food
B002FVQX3A,A3VAVNPZ515HPX,2,Meh..
B002FVQX3A,AR7TAEEUDHMUB,5,Great Gum
B002C56OBU,A25SDO4GF66FQ1,5,My Community Coffee
B0018ATXEU,A1KJ2VZNTWPIUO,3,Just OK
B004JWS0CA,A39KT4ATF5Q9UB,5,Best medium roast coffee
B0009JMW1C,A15ZLXABTK8F3F,5,THIS PRODUCT WORKS!
B0009JMW1C,A2NUTNNFF11492,2,Didn't work for me
B000FYYOZI,A1TMAVN4CEM8U8,3,O.K. taste. My wife hates the smell.
B000FYYOZI,A1TMAVN4CEM8U8,5,A Mild Slim Jim
B000FYYOZI,ALSW7HGFU3ZRG,4,Good Beef Sticks
B000FYYOZI,A235EY6S2D1SG0,5,Pretty darn good
B000FYYOZI,A2EA0KDO04UU9H,5,Buffalo Bills smokies
B000FYYOZI,A2NI95Y8UNE85D,5,Sweet beef
B002RZ1QNG,A2X9T0XQCY4VFZ,5,White Pear Chardonnay
B004FW1DIW,A31FYZK04YNOJ5,4,"Another ""True Chews"" My Pup Loves"
B001EO5ZDI,A1K82R24ROO2I7,5,Great quality!
B000H25QVO,A3B1HFF2NIOUA7,5,"Yes, It is Good"
B00653KJ5M,A3POAWC2JPQQQP,4,"they are good (except for the ""rainforest"" flavor)"
B00653KJ5M,A16PI051YKM276,4,Like the texture
B000HDKZDC,A233H2J16V56W8,5,A  Healthy Surprise
B000HDKZDC,A22U8V3UVVBP7M,3,they're okay
B000N5YM10,A3ESGWN65QIL17,4,Seasonings
B000E3ZFIK,A3KHKX8PY7I8TW,5,The Best Graham Crackers  But  No Longer Available
B000E3ZFIK,A36WGHR8TO5DKT,4,Nice with morning coffee
B007OWEOIQ,A32EOHLFZYXJEP,5,Delicious!
B007OWEOIQ,A17QK8KTU1JXSM,1,About the only good thing..
B005H3BYHI,A2YXF8J8PT41ST,5,Tiny bubbles...makes me happy...I don't want to share!
B001FPV0OO,AAF3ECYTDXIA7,5,Spicy Mustard
B001EO5ZFQ,A3D6OI36USYOU1,1,"Uh, NO!"
B0028VAQSU,ABFMLM8RX10NO,5,LOVE IT!
B0028VAQSU,A2PIH1T5NW71AI,5,great gluten free baking mix
B0031YJ38W,A6FIAB28IS79,5,Best of Breed
B0031YJ38W,A1TD2589ZVHZ3S,4,GREAT mid morning snack
B0031YJ38W,A3BH49ZKESHDID,5,Good snack for children
B0031YJ38W,A3TD1O4EC26NT2,5,hit or miss - yet... Erin Baker's fixed everything!
B0031YJ38W,AY1EF0GOH80EK,3,Dry and too fruity
B0031YJ38W,A38S0MGL8QE0CM,5,excellent taste and handy
B0031YJ38W,A2AM4UJIK0YDUO,5,ERIN BAKER'S ORGANIC COOKIES
B0031YJ38W,A38S0MGL8QE0CM,4,dont think real chocolate
B0002UDY9W,A2S3E0AGUM2KDR,5,A tea for the ages...
B0002UDY9W,AGGDI4VWPPZ6J,4,"Comforting as vegetable soup, without the veggies"
B003R0LKSG,AJ8QOI7C5I1SX,3,"Great quality food, my cats hate it though."
B003R0LKSG,A33V118ZVFLGVK,3,"I and my dog love it, my cats hate it"
B000G1X456,A36HK6V63C02XE,5,Great for Strong Coffee lovers--Simply the best coffee!!!
B000G1X456,A1TTUR3TU0YFDG,5,"Smotth and never bitter, even when made extra strong"
B000G1X456,A1LA5T5SXLGFZQ,5,The best!
B000G1X456,A2YSFKX18XTHED,3,I Wish They Hadn't Changed the Formula
B0009OMU00,A35W3JQYP0M655,3,Really Good..But Hefty Price...Anywhere
B0012YEKCW,AD34TCPEP7P84,5,Easy to grow and good for your cat!
B0012YEKCW,A28HQLPE47ZQWF,5,Very easy to grow
B0012YEKCW,A18WKADVOE3BJI,3,Good for kitty
B004K051VE,AQDNN0O86WXGC,4,Good for on the go
B004K051VE,AMC2ZGYSSXCX5,5,perfect for lunch boxes!
B004K051VE,A3NUZY4Y6B2GHD,4,Yummy
B004K051VE,A311FRP5Y7Q5D5,5,Yummy!
B004K051VE,ALZ8BIVCAFB4T,5,These really do taste like a PB&J sandwich!
B004K051VE,A313YCOCQ050AX,5,Simply perfect!
B004XMIRU6,A1KZUXE70GYNGO,4,Excellent stuff reasonabale price
B004XMIRU6,A1NKZ7A7T47413,5,Wow that Expensive for coffee
B004RDRHAW,A2BLJGGWN8GTXQ,4,"Extremely pricey, but one of my favorites"
B004RDRHAW,A2L632NED7EB5W,5,Just gets better
B004LQT0JG,A2K3J2X8KDY47N,5,Holy moly!  where have these been all my life?
B004LQT0JG,A7EK88GF8N40F,2,Poor texture
B004565GV8,A2E7V2OVK745M2,5,yummmmmazing
B004565GV8,A3NNO32KVSYJTO,5,KEY LIME SUGARFREE GUM
B004565GV8,A2XNOB1T796Y6B,4,Very yummy!
B004565GV8,AJB5P7GVR0MT8,1,Hydrogenated oils
B000H27K86,A1ER6IYOMM8VCT,5,"A TASTE OF ""N'AW'INS"" GREAT SPICE MIX FOR MANY DISHES!"
B00622CYVS,A2OOCPLJM7I4VA,3,"Very sweet, not terribly healthful."
B00622CYVS,A3LWC833HQIG7J,4,"Excellent variety, our 8 month old loves them all, but be informed water is the largest ingrident by weight on all 4"
B00622CYVS,A8PP8NPRJSAKO,2,Not a fan of BPA in baby food jar lids
B00622CYVS,ATIHDHZYNQ0EI,5,Organic and Tasty
B00622CYVS,A2ETT9SL9AN39O,5,Great product
B00622CYVS,ASEAKR59G0SLT,2,Product is good; Amazon fulfillment is poor
B00622CYVS,A3HGBBGUAF3D8H,3,some jars went bad
B00622CYVS,A2KIVODZRTGY4U,5,Good variety; good flavors
B00622CYVS,A2MF0C4E7GYCI,5,My child loves this food!
B00622CYVS,A2NQKBC54RAZL5,5,One of Our Favorite Variety Packs
B00622CYVS,A2UY1O1FBGKIE6,3,not too good
B00622CYVS,A2YHXAZLCLDT8D,5,Dinner time is Earths Best TIme !!
B0092X7B5S,AKD1SD4I503SH,5,My favorite Jelly Belly flavor
B0092X7B5S,A3IE8OGKQ0OCTE,5,A Surprising Blend of Bean and Apple
B00622CYVI,A1N8YWKJVXVXKY,5,Great Deal!
B00622CYVI,ATIHDHZYNQ0EI,5,Organic and Tasty
B00622CYVI,A2ETT9SL9AN39O,5,Great Product
B00622CYVI,A2MF0C4E7GYCI,5,My child loves this food!
B00622CYVI,A2EP47EDN74VIM,5,"Great Product, Good Price"
B00622CYVI,A3TUTIAVU7Q2E2,2,Normally love Earths Best
B00622CYVI,A2YHXAZLCLDT8D,5,Earths Best...is THE BEST !!
B00622CYVI,ASEAKR59G0SLT,2,Product is good; Amazon fulfillment is poor
B00622CYVI,A1MAB962ZLTD7F,5,Do not buy thses!
B001EQ5DHE,AWZAWKBRY2I4S,5,Great For Summer Hydration
B000MXENCG,A3IFDLRQBY4MW5,5,to go to for baby constipation
B000LKZGNA,AJSTGUC7GWMWD,5,Best Tea
B001ASZV5K,AWFA4158DDDWC,1,Could not eat
B0043P1O1M,A315S3F1NHG7Y8,5,Cat Loves Tender Slices
B0043P1O1M,A1J0FXKLB8S6K,3,Just OK
B00444ZAQM,A1DUSP1JJA0H7L,5,Delicious!
B00444ZAQM,A2XNOB1T796Y6B,4,"Yummy, but could do with a resealable bag."
B000G1X45G,A2FRFAQCWZJT3Q,5,The taste is as good as the aroma
B000G1X45G,A1TTUR3TU0YFDG,5,Absolutely the best
B000G1X45G,A1MZOXELEBGS47,5,The best coffee I have ever tasted.
B000G1X45G,A36HK6V63C02XE,5,If you love strong full flavored coffee---this is for you--the Best!
B000EUJLHE,A33PVCHCQ2BTN0,5,Fabulous!
B000EUJLHE,A1WX42M589VAMQ,5,"Wow! Why didn't I notice these babies sooner! Great for us lower-er carbers, great for those of us with 'delicate"" teeth...tasty"
B000EUJLHE,A16PI051YKM276,5,Yum!
B000EUJLHE,A17QK8KTU1JXSM,5,Tasty crisps!
B000EDMENE,A2DYW9Y2D8E43L,5,Really like
B000H23YC2,AQ6AGWKWMTY8H,5,Mmm-mmm Good -- Rejoice Ye Texans and Southerners
B000H23YC2,A62KCY1O252N1,3,Not as good as McCormick
B00434J6YK,AJQDIT55SZ3ZX,5,Oh My Goodness~Reminds me of Girl Scout Cookies from 1960's
B00683FY54,AQDNN0O86WXGC,5,Thank Goodness
B00683FY54,A311FRP5Y7Q5D5,5,GF/ DF done right!
B00683FY54,A313YCOCQ050AX,4,Healthy breakfast
B002ANCCK6,A35R32TA60XD57,5,My cats love this stuff!
B002ANCCK6,AIXBFF39SH41D,4,Wish I would have bought more!
B002ANCCK6,AFWMKXCYDP9UT,5,Cat couldn't get enough
B002ANCCK6,A1UD16T8XBNNIE,5,Both My Cats Eat This One
B003TIVBSU,AC9JAT85740ME,5,very good price
B003TIVBSU,A2IH8UUAUHMGLW,5,Excellent
B003TIVBSU,A198FU6P1BVUNZ,5,"Beautiful, Aromatic, Fresh"
B003TIVBSU,A25MRVI1HJ4BUE,5,Where have you Bean all my life?
B003TIVBSU,A1T9D6S6ETH42I,5,Fresh!
B003TIVBSU,AUXRFG41XNAI3,5,Delicious beans!!
B0006J6GWG,ARQZUNFXEUTIZ,4,Dog absolutel loved them
B0006J6GWG,ARQZUNFXEUTIZ,5,Dog's happy
B002HFRYZ0,A2ZY23X9IKXMON,5,A Terrific Find !
B002HFRYZ0,AZFFSBRIADPM0,5,Great Tea
B000FL0A9A,A2F050IXG8RBQJ,5,decaf
B001EQ5EJQ,A11IDK9L74LPT1,5,Delicious!
B001EQ5EJQ,A253VUYT5I3KLH,4,Savory and earthy flavor
B001EQ5EJQ,A1IW9LSLZFW9FK,5,One of the best oils on the market!
B001EQ5EJQ,A2WLS1TTUUGJYU,5,YAY!
B001EQ5EJQ,A12V99A19RKUAL,5,better than expected
B001EQ5EJQ,A914TQVHI872U,5,Wonderful product...
B001EQ5EJQ,A236JGXFISDMKL,5,Pleasant Flavor
B001EQ5EJQ,A2A8KWCE8RKB9T,5,Really Good
B000FL0A9K,A2F050IXG8RBQJ,5,good to find decafe one
B003KLSZGW,A2Z7S5K254ADCT,5,Yum! Yum! Yum!
B003KLSZGW,A2GOE7ITDGYVE,5,yummy all by themselves
B003KLSZGW,A1YVDY3TISDRE1,5,taste the quality..
B003KLSZGW,A2AQUIHJELUVLE,5,Omg good!
B001DIM8K8,AEO1L073HMSPQ,4,You have to be Irish to appreciate this
B001DIM8K8,A2AFK8D674G3MG,5,OATMEAL - ANOTHER CHOICE
B001O2IX8E,A3L27V7TOG1JZ,1,"be careful, moldy product, USDA now involved"
B001O2IX8E,A3NHUQ33CFH3VM,3,My Babies Liked This One Right Away
B001O2IX8E,A3L27V7TOG1JZ,1,"careful, moldy product, USDA now involved"
B001O2IX8E,A274R7AR2E1TGL,1,"rotten, moldy food = health risk"
B001O2IX8E,A3LWC833HQIG7J,5,"Glad I gave this a try; good product, good nutrition, other reviews are outdated"
B001O2IX8E,A274R7AR2E1TGL,2,mine was also improperly sealed
B001O2IX8E,A3NHUQ33CFH3VM,4,Had No Problem.  They Like This One a Lot
B001O2IX8E,ACM3Z9NLSE8S9,4,Son seems to like it.
B001O2IX8E,A3LWC833HQIG7J,4,Twice the protein of other Earth's best and baby food in general
B001O2IX8E,ART6IV50G99VR,2,"BITTER, and mainly carrots."
B001O2IX8E,A1BBAWO95SUWAL,5,My son loves these!
B000I6PXLC,A2AA1G6BYJETY1,5,A treat for all the senses.
B000I6PXLC,A2L00YZBDOOM8N,5,A real fan
B003SE52K8,A35R32TA60XD57,5,"Expensive, but worth it!"
B00196497O,A3B1360JOYS0GJ,5,Energy booster!
B001E2FMLK,A3F3B6HY9RJI04,5,Gave me a boost when I needed it
B000H227BG,AC64J76R8B1M9,5,"Rich, chocolatey beverage mix"
B000H227BG,AJCK6OKNWGIYG,5,Simply delicious
B000H227BG,A250AXLRBVYKB4,5,Coffee + Chocolate = Perfection
B003JMH0FY,A2WAB1XWFQFSIB,5,great with lemons and Apriva
B006FZI2UY,A1Q0OLCS18M7O7,5,Just Awesome!!
B006FZI2UY,A3GQOY83MX72TQ,5,The Brownie of My Dreams And It's Not Chocolate!
B007J6GGII,A3OXHLG6DIBRW8,4,True Bacon Flavor
B007J6GGII,A1W415JP5WEAJK,4,Not MY Favorite ... but they really taste like bacon
B000UOFW9K,A2R6RA8FRBS608,5,all right by me !!!
B000UOFW9K,A3BSTFFIKK5YTW,3,THESE ARE OKAY  PREFER SWEET CHILE ONES
B002GWHCLK,A1TVE3RZW1U3AY,4,"VERY OK Price, OK Coffee"
B000NY31I6,A290GVEOOADG5W,5,Always the Best
B001EO776Q,A31Y8G63IXG285,5,"Great coffee, and Fair Trade, too"
B001SAYI2W,A2KHE353KJDQY6,5,So good I eat it straight from the jar!
B001SAYI2W,A3N7IG2EQPMLXL,5,excelent preserve
B000E1HVW0,A13T2G4T8LR8XA,5,Bbq wings
B000E65OF6,A26A64X86VL1R4,5,The classic!
B000E65OF6,AHV9XJHC0DRTC,5,"Soothing, calming, allows you to relax and rest."
B000E65OF6,A22ML4R2ZHBN3F,5,My Absolute FAVORITE Evening Tea!!!
B000E65OF6,A1YJMG0QJXZLD4,4,Nice tea
B000E65OF6,A2DHG1HP5MCGMI,5,Very good bedtime tea or tea for car or motion sickness!
B000E65OF6,A281NPSIMI1C2R,5,Perfect for the Evening
B000KOSDY6,A1ZH9LWMX5UCFJ,5,yummy treat
B000KOSDY6,AIULJ4357GQOE,5,Outstanding flavor
B000KOSDY6,A2TFHMXBU9HG3P,4,First Ingredient is sugar...dessert for sure!
B000MIFPM8,A1R9QOPV6HVEKF,5,Great for lunch!
B000MIFPM8,A2B7T28EARM3KA,5,Junk Food @ It's Best..........
B002SVAYGY,A1GYEGLX3P2Y7P,5,Preferred sugar
B004DP0D32,A2H2LJCQ5DJ5K3,5,New Buffalo Ranch Flavor is GREAT!
B000084EKW,A2R6RA8FRBS608,5,one great big huge high-five--from my cat !!!
B000084EKW,A1L43KWWR05PCS,5,MMMMMMMEEEEEEEEEEOOOOOOOOOOOWWWWWWW...
B001AW9PTO,A2OEZIIK61GDW0,4,Good stuff
B001AW9PTO,A33REC3J2JU2EL,5,Excellent!
B001AW9PTO,A2RNYW2HIQBGSM,4,Very good flavor and consistency
B001AW9PTO,ALSW7HGFU3ZRG,2,Salt Lick
B001AW9PTO,ABK2RVDJPL8MF,1,Hickory Smoked Way Too Salty!
B000084EKG,A1Z54EM24Y40LL,5,Awesome food!
B000084EK9,A1Z54EM24Y40LL,1,This stuff is bad!
B00161O1YS,A2C8O554YMY2ZL,4,A++ Taffy
B00348J434,A2CBP9IPSHKYTC,5,handy for cooking Asian recipes
B002AYEBQI,A25H70DCDW7ZV1,1,my cats wouldn't eat it...
B002YD0AFQ,AMHY9DA73ZZ4Y,1,What happened to Claxton Farms Quality???
B000OIT8T2,AMP7TQRWAIE84,4,YUM.
B000OIT8T2,A38Q177E7KQSZK,3,its fresh and really good.
B000OIT8T2,A2582KMXLK2P06,5,skittles are tasty!
B000OIT8T2,A3RNJ9TMHLMZ0J,5,Tastes like Skittles to me!
B001SB4I80,A2XAQ3LB4QPEV9,5,Much better deal nowadays!
B000R4DWC2,A17HMM1M7T9PJ1,4,"A vey good sampling of goat cheeses, but not Great"
B000R4DWC2,A3S4E73KQGZG7S,5,Delicious Selection
B0053PO8U0,A17U562HOY2OQV,5,"Not real veggies, but a really good 'better' than chips snack"
B0053PO8U0,A22CW0ZHY3NJH8,4,"Good flavor, a little misleading"
B000633WEW,AMQ1MEG334SAP,1,A Big Ripoff!
B000633WEW,A3HQAPXAJV7PRX,4,Works well with my old snaggle-toothed dog
B000633WEW,AQ5DOLCW77FEE,5,Bil-Jac wins hands down
B000FNEX50,A2158Y2U61AU9G,4,Very Good!
B000FNEX50,A1OT5GNKX296T2,2,Yuck!
B000FNEX50,A2158Y2U61AU9G,5,My girl's love these!
B000FNEX50,A2158Y2U61AU9G,2,Weird texture; too dry and crumbly...
B000FNEX50,ADJJYTAI7B577,4,Great for Gluten Free and No White Sugar
B000FNEX50,AVFVXW75F5Q2O,5,Nana Banana - a delicious gluten-free treat for kids or adults!
B000FNEX50,A39SCU7KSK7330,1,Don't do The Bars
B000FNEX50,A3NITES609Z2LN,5,One of my favorites...
B000FNEX50,A2LZKUARB5Y8C2,3,"Moderately tasty, gluten free"
B000FNEX50,AO0HPTFIKQE9B,5,Great snack for toddlers
B000FNEX50,A2158Y2U61AU9G,5,My children love these!
B000FNEX50,A39SCU7KSK7330,1,I LOVE the others NOT the Bars
B000FNEX50,A37GAGAZDFRMZ3,1,NOT GLUTEN FREE!
B000FNEX50,AHQHLC9PVQC1B,2,not what I expected
B008OV8RE8,A3HPCRD9RX351S,5,Passed the Taste Test
B008OV8RE8,A3HPCRD9RX351S,4,Worthwhile treats
B00008O36H,AKZKG2Z7CNV27,1,"False Advertising, Terrible Dog Food!!"
B0031YKDO0,AC57A1QMUXK10,5,Easy Sour Cream and Chives Potatoes
B003DKY5R8,A39Q7F2Y2TOMJ1,5,Great tea
B003DKY5R8,A6ORWDZRBVNIT,5,perfect ice tea
B003AYL9NU,AMIPRQWY4IMC5,3,Contains CHICKEN
B003AYL9NU,A74SHV5ZD3RLT,5,Great Greenie alternative!
B003AYL9NU,A197O1VYM9B8A3,4,Nice stick without added weight
B002BRC562,A830NL2LWO3TV,5,"Not too sticky, great for long runs!"
B001LG945O,A2Q2A6JKY95RTP,4,Serve On the Rocks
B001LG945O,A1BA72K4VK1UN1,4,Bright and effervescent
B001LG945O,A2MVPY9XVYST9H,4,A nice blend
B001LG945O,A1F9Z42CFF9IAY,4,"Quite refreshing, great taste"
B001LG945O,A1RF9YK4BK5TRH,4,Pretty Good...
B001LG945O,AN0N05A9LIJEQ,4,very different...
B001LG945O,A9NXTC0HTPSDO,5,Nice Drink
B001LG945O,A1B70ZEWQ6UH1A,4,very popular at my house
B001LG945O,AW2BZYHG2MGSN,3,"Too much orange, not enough tangerine."
B001LG945O,A1XG5WYLFMRRX1,1,Artificial tasting
B001LG945O,A375NF45A1MDWI,4,Nice tasting drink
B001LG945O,A25KVM6GJBLISZ,4,Flavor with fizz
B001LG945O,AC6LV5D2RKTIR,2,Tastes like an energy drink
B001LG945O,A3FY3H6F4249E0,3,Orange-Tangerine Carbonated Fruit Drink
B001LG945O,A1CFU5XJXN3PV4,4,"Tangy and Pleasingly ""Real"""
B001LG945O,ABC68JUCPTVOE,5,carbonated juice beats sodas
B001LG945O,A3BTL4FV6ODKAT,4,Soda Juice II
B001LG945O,APVK8GGSSUDCE,2,"Didn't like the flavor, aftertaste, or quantity"
B001LG945O,A1H88L8X6HM1BQ,5,Really Good
B001LG945O,AJLW1DZSHOVGW,5,AN EXTREMELY PLEASANT CARBONATED DRINK!
B001LG945O,A2ZY23X9IKXMON,1,Small can
B001LG945O,A1FHWJ7EFO3E3U,3,Not for me
B001LG945O,A1B6O7SAIYG2N0,3,Fizzy Citrus
B001LG945O,A18NS2LFYCLOTH,4,Better than expected
B001LG945O,A1GWDRBUMQOCRK,4,If only it were diet too!
B001LG945O,A3QVAKVRAH657N,3,A tad syrupy
B001LG945O,AMEZJVXMSEPY0,4,Sweet fizzy juice product
B001LG945O,AM8W6Y3HVXLZT,4,Tasty but too petite for me.
B001LG945O,A3SMD3T0QTN109,5,This drink is perfect and that's just that
B001LG945O,A3T5NSG7LMRY0A,5,"Surprisingly good for a ""soda""..."
B001LG945O,A3CG6YLYZJXQG4,3,"Decent enough, but pricey"
B001LG945O,A1KBXGIJ9C7YJ2,3,Overly sweet orange soda
B001LG945O,A2BJ9I0BQ1LH5S,3,kind of like faygo or slice
B001LG945O,A3H9MD4MOY3PXS,4,Switch to The Switch
B001LG945O,A319Y83RT0MRVR,2,tinged with vitamin C
B001LG945O,AAJ1IYOUIHWF,1,"Metallic, Sweet, Bad Aftertaste"
B001LG945O,A38ON1MOZNBCGE,4,"Different, Maybe Better"
B001LG945O,A2TO2BN3P4C00L,4,"tasty, lightly carbonated, good alternative for soda-pop"
B001LG945O,A3DA0BTIGT3WG5,4,Very Tasty Soda Alternative
B001LG945O,A3K93OWHKHGI9V,4,Good tasting orange soda
B001LG945O,A1MRRMHGV3PN5W,4,Great flavor.
B001LG945O,A2K3DB7X56UXLZ,4,Really good flavor.  Surprisingly soda-like for being a juice product.
B001LG945O,A19XBW5WUDH1Z,5,My favorite flavor
B001LG945O,A1QO88MU0PYJON,5,Our family is a huge fan of IZZE and this was right in line with that. The flavor was not too sweet and refreshing. My favorite
B001LG945O,A2F1QPIJTDWK55,4,Sweet and delicious!
B001LG945O,A2PSC7LUNIDEAH,3,More Like Liquid Candy in a Can!
B001LG945O,A16AXQ11SZA8SQ,5,"Awesome taste, and healthy too!!!"
B001LG945O,A1F7SX3GNVBNE3,3,"Switch has true tangerine-orange flavors but it's too sweet despite having ""no added sugars""."
B001LG945O,AQ3IN3MRXQ5KH,2,Switch?  Ummm ... no.
B001LG945O,A36K2N527TXXJN,5,The true un-soda
B001LG945O,A1PB97BLMR9X2S,1,Thick Drink with a Strange Taste
